Date,High,Low,Open,Close,Volume,Adj Close
06/02/2018,40.93000031,38.5,38.70750046,40.75749969,272975200,38.90301895
07/02/2018,40.84999847,39.76750183,40.77249908,39.88499832,206434400,38.07022476
08/02/2018,40.25,38.75749969,40.07249832,38.78749847,217562000,37.0226593
09/02/2018,39.47249985,37.56000137,39.26750183,39.10250092,282690400,37.47550201
12/02/2018,40.97249985,39.37749863,39.625,40.67750168,243278000,38.98496628
13/02/2018,41.1875,40.41249847,40.48749924,41.08499908,130196800,39.37550735
14/02/2018,41.88499832,40.72000122,40.75999832,41.84249878,162579600,40.10148621
15/02/2018,43.27249908,42.25,42.44749832,43.24750137,204588800,41.44803238
16/02/2018,43.70500183,42.94250107,43.09000015,43.10749817,160704400,41.31385803
20/02/2018,43.56499863,42.85499954,43.01250076,42.96250153,135722000,41.17488861
21/02/2018,43.52999878,42.75249863,43.20750046,42.76750183,149886400,40.98800659
22/02/2018,43.48749924,42.92750168,42.95000076,43.125,123967600,41.33062744
23/02/2018,43.91249847,43.38499832,43.41749954,43.875,135249600,42.04942322
26/02/2018,44.84749985,44.05250168,44.08750153,44.74250031,152648800,42.88082504
27/02/2018,45.11999893,44.54000092,44.77500153,44.59749985,155712400,42.74185944
28/02/2018,45.15499878,44.51250076,44.81499863,44.52999878,151128400,42.6771698
01/03/2018,44.94499969,43.16500092,44.63499832,43.75,195208000,41.92961884
02/03/2018,44.07500076,43.11249924,43.20000076,44.05250168,153816000,42.21953583
05/03/2018,44.43500137,43.63000107,43.80250168,44.20500183,113605600,42.36569214
06/03/2018,44.5625,44.03250122,44.47750092,44.16749954,95154000,42.32975006
07/03/2018,43.96250153,43.56750107,43.73500061,43.75749969,126814000,41.93681335
08/03/2018,44.27999878,43.76750183,43.86999893,44.23500061,95096400,42.3944397
09/03/2018,45,44.34749985,44.49000168,44.99499893,128740800,43.12281036
12/03/2018,45.59749985,45.05250168,45.07249832,45.43000031,128828400,43.53971863
13/03/2018,45.875,44.81000137,45.64749908,44.99250031,126774000,43.12042236
14/03/2018,45.13000107,44.45249939,45.08000183,44.61000061,117473600,42.75383759
15/03/2018,45.06000137,44.51750183,44.625,44.66249847,90975200,42.80415344
16/03/2018,44.77999878,44.40499878,44.66249847,44.50500107,157618800,42.65320587
19/03/2018,44.36750031,43.41500092,44.33000183,43.82500076,133787200,42.00150681
20/03/2018,44.20000076,43.73500061,43.81000137,43.81000137,78597600,41.9871254
21/03/2018,43.77249908,42.81499863,43.75999832,42.81750107,148219600,41.035923
22/03/2018,43.16999817,42.15000153,42.5,42.21250153,165963200,40.45609283
23/03/2018,42.47999954,41.23500061,42.09749985,41.23500061,164115200,39.51926422
26/03/2018,43.27500153,41.61000061,42.01750183,43.19250107,150164800,41.39532852
27/03/2018,43.78749847,41.72999954,43.41999817,42.08499908,163690400,40.33389664
28/03/2018,42.50500107,41.29750061,41.8125,41.61999893,166674000,39.88824844
29/03/2018,42.9375,41.72499847,41.95249939,41.94499969,153594000,40.19973373
02/04/2018,42.23500061,41.11750031,41.65999985,41.66999817,150347200,39.93616486
03/04/2018,42.1875,41.22000122,41.90999985,42.09749985,121112000,40.34588242
04/04/2018,43.00249863,41.19250107,41.22000122,42.90250015,138422000,41.11738586
05/04/2018,43.55749893,43.02000046,43.14500046,43.20000076,107732800,41.40250397
06/04/2018,43.11999893,42.04999924,42.74250031,42.09500122,140021200,40.3434906
09/04/2018,43.27249908,42.46250153,42.47000122,42.51250076,116070800,40.74361801
10/04/2018,43.5,42.88249969,43.25,43.3125,113634400,41.51032639
11/04/2018,43.47999954,42.92499924,43.05749893,43.11000061,89726400,41.31624603
12/04/2018,43.75,43.25999832,43.35250092,43.53499985,91557200,41.72356415
13/04/2018,43.95999908,43.46250153,43.69499969,43.68249893,100497200,41.8649292
16/04/2018,44.04750061,43.70750046,43.75749969,43.95500183,86313600,42.12609863
17/04/2018,44.73500061,44.10250092,44.12250137,44.56000137,106421600,42.70591736
18/04/2018,44.70500183,44.22000122,44.45249939,44.45999908,83018000,42.6100769
19/04/2018,43.84749985,43.16500092,43.43999863,43.20000076,139235200,41.40250397
20/04/2018,42.80500031,41.35749817,42.65000153,41.43000031,261964400,39.70615005
23/04/2018,41.72999954,41.02249908,41.70750046,41.31000137,146062000,39.59114456
24/04/2018,41.58250046,40.30500031,41.41749954,40.73500061,134768000,39.04007721
25/04/2018,41.35499954,40.60250092,40.65499878,40.91249847,113528400,39.21017838
26/04/2018,41.43249893,40.84249878,41.02999878,41.05500031,111852000,39.34675598
27/04/2018,41.08250046,40.15750122,41,40.58000183,142623200,38.89152527
30/04/2018,41.81499863,40.45999908,40.53250122,41.31499863,169709600,39.59593582
01/05/2018,42.29999924,41.31750107,41.60250092,42.27500153,214277600,40.51599121
02/05/2018,44.4375,43.45000076,43.80749893,44.14250183,266157600,42.30578995
03/05/2018,44.375,43.61000061,43.97000122,44.22249985,136272800,42.38246155
04/05/2018,46.0625,44.54249954,44.5625,45.95750046,224805200,44.04526901
07/05/2018,46.91749954,46.1875,46.29499817,46.29000092,169805600,44.36393738
08/05/2018,46.55500031,45.91749954,46.24750137,46.51250076,113611200,44.57718277
09/05/2018,46.84999847,46.30500031,46.63750076,46.84000015,92844800,44.89105225
10/05/2018,47.59249878,46.91249847,46.93500137,47.50999832,111957200,45.53316879
11/05/2018,47.51499939,46.86249924,47.37250137,47.14749908,104848800,45.36000061
14/05/2018,47.38249969,46.96500015,47.25249863,47.03749847,83115200,45.25417328
15/05/2018,46.76750183,46.27500153,46.69499969,46.61000061,94780800,44.84287643
16/05/2018,47.11500168,46.5,46.51750183,47.04499817,76732400,45.26138687
17/05/2018,47.22750092,46.59000015,47,46.74750137,69176000,44.97516632
18/05/2018,46.95249939,46.53250122,46.79750061,46.57749939,73190800,44.81160355
21/05/2018,47.31750107,46.72750092,47,46.90750122,73603200,45.1291008
22/05/2018,47.22000122,46.69499969,47.09500122,46.79000092,60962800,45.01605225
23/05/2018,47.125,46.43999863,46.58750153,47.09000015,80233600,45.30467987
24/05/2018,47.20999908,46.55250168,47.19250107,47.03749847,92936000,45.25417328
25/05/2018,47.41249847,46.91249847,47.05749893,47.14500046,69844000,45.35759354
29/05/2018,47.1875,46.71749878,46.90000153,46.97499847,90056400,45.19403839
30/05/2018,47,46.69499969,46.93000031,46.875,74762000,45.09783173
31/05/2018,47.05749893,46.53499985,46.80500031,46.71749878,109931200,44.94629669
01/06/2018,47.56499863,46.9375,46.99750137,47.56000137,93770000,45.75685501
04/06/2018,48.35499954,47.83750153,47.90999985,47.95750046,105064800,46.13928604
05/06/2018,48.48500061,48.09000015,48.26750183,48.32749939,86264000,46.49525833
06/06/2018,48.52000046,47.97999954,48.40750122,48.49499893,83734400,46.6564064
07/06/2018,48.54999924,48.08499908,48.53499985,48.36500168,85388800,46.53134155
08/06/2018,48,47.44250107,47.79249954,47.92499924,106627200,46.10801315
11/06/2018,47.99250031,47.55250168,47.83750153,47.80749893,73234000,45.99497986
12/06/2018,48.15250015,47.78749847,47.84749985,48.06999969,67644400,46.24752045
13/06/2018,48.22000122,47.61000061,48.10499954,47.67499924,86553600,45.86750031
14/06/2018,47.89250183,47.55500031,47.88750076,47.70000076,86440400,45.89154816
15/06/2018,47.54000092,47.06499863,47.50749969,47.20999908,246876800,45.42012787
18/06/2018,47.30500031,46.79999924,46.97000122,47.18500137,73939600,45.3960762
19/06/2018,46.58250046,45.86249924,46.28499985,46.42250061,134314000,44.6624794
20/06/2018,46.79999924,46.43249893,46.58750153,46.625,82514800,44.85731125
21/06/2018,47.08750153,46.23500061,46.8125,46.36500168,102847600,44.60716629
22/06/2018,46.53749847,46.17499924,46.52999878,46.22999954,108801600,44.47727966
25/06/2018,46.22999954,45.18249893,45.84999847,45.54249954,126652400,43.8158493
26/06/2018,46.63249969,45.63499832,45.74750137,46.10749817,98276800,44.35943222
27/06/2018,46.81999969,46.00749969,46.30749893,46.04000092,101141200,44.29449081
28/06/2018,46.55250168,45.95000076,46.02500153,46.375,69460800,44.61679077
29/06/2018,46.79750061,45.72750092,46.57249832,46.27750015,90950800,44.52297974
02/07/2018,46.82500076,45.85499954,45.95500183,46.79499817,70925200,45.02085495
03/07/2018,46.98749924,45.88499832,46.94749832,45.97999954,55819200,44.23675919
05/07/2018,46.60250092,46.06999969,46.31499863,46.34999847,66416800,44.59273148
06/07/2018,47.10749817,46.29999924,46.35499954,46.99250031,69940800,45.21086884
09/07/2018,47.66999817,47.32500076,47.375,47.64500046,79026400,45.83863831
10/07/2018,47.81999969,47.54499817,47.67750168,47.58750153,63756400,45.78332138
11/07/2018,47.44499969,46.90250015,47.125,46.97000122,75326000,45.18922806
12/07/2018,47.85250092,47.32749939,47.38249969,47.75749969,72164400,45.94686508
13/07/2018,47.95999908,47.72499847,47.77000046,47.83250046,50055600,46.01902008
16/07/2018,48.16249847,47.60499954,47.88000107,47.72750092,60172400,45.9180069
17/07/2018,47.96749878,47.29999924,47.4375,47.86249924,62138000,46.04788971
18/07/2018,47.95000076,47.48249817,47.94499969,47.59999847,65573600,45.79534149
19/07/2018,48.13750076,47.42250061,47.42250061,47.97000122,81147200,46.1513176
20/07/2018,48.10749817,47.54249954,47.94499969,47.86000061,82704800,46.04548645
23/07/2018,47.99000168,47.38999939,47.66999817,47.90250015,63957600,46.08637238
24/07/2018,48.41500092,48.01250076,48.11249924,48.25,74791600,46.42069626
25/07/2018,48.71250153,48.10749817,48.26499939,48.70500183,66839600,46.85845184
26/07/2018,48.99000168,48.40250015,48.65250015,48.55250168,76304000,46.71173477
27/07/2018,48.79750061,47.52500153,48.74750137,47.74499893,96096000,45.93484879
30/07/2018,48.04999924,47.26750183,47.97499847,47.47750092,84118000,45.67749023
31/07/2018,48.03499985,47.33499908,47.57500076,47.57249832,157492000,45.76888275
01/08/2018,50.43999863,49.32749939,49.78250122,50.375,271742800,48.46512985
02/08/2018,52.09500122,50.08750153,50.14500046,51.84749985,249616000,49.88180161
03/08/2018,52.18500137,51.36999893,51.75749969,51.99750137,133789600,50.02611923
06/08/2018,52.3125,51.76750183,52,52.26750183,101701600,50.28588104
07/08/2018,52.375,51.68999863,52.33000183,51.77750015,102349600,49.81445694
08/08/2018,51.95249939,51.13000107,51.51250076,51.8125,90102000,49.84813309
09/08/2018,52.44499969,51.79999924,52.38249969,52.22000122,93970400,50.2401886
10/08/2018,52.27500153,51.66749954,51.84000015,51.88249969,98444800,50.09053421
13/08/2018,52.73749924,51.92499924,52.32749939,52.21749878,103563600,50.41396332
14/08/2018,52.63999939,52.06499863,52.54000092,52.4375,82992000,50.62637329
15/08/2018,52.68500137,52.08250046,52.30500031,52.56000137,115230400,50.74464798
16/08/2018,53.45249939,52.86750031,52.9375,53.33000183,114001600,51.48804474
17/08/2018,54.48749924,53.29000092,53.36000061,54.39500046,141708000,52.51625824
20/08/2018,54.79499817,53.77750015,54.52500153,53.86500168,121150800,52.00456619
21/08/2018,54.29750061,53.50749969,54.20000076,53.75999832,104639200,51.9031868
22/08/2018,54.09000015,53.45999908,53.52500153,53.76250076,76072400,51.90560913
23/08/2018,54.26250076,53.65000153,53.66249847,53.87250137,75532800,52.01180649
24/08/2018,54.22499847,53.77750015,54.15000153,54.04000092,73905600,52.17352295
27/08/2018,54.68500137,54.08250046,54.28749847,54.48500061,82100400,52.60314941
28/08/2018,55.13499832,54.72999954,54.75249863,54.92499924,91107200,53.02795029
29/08/2018,55.87250137,54.85250092,55.03749847,55.74499893,109019200,53.81962585
30/08/2018,57.06499863,55.59999847,55.8125,56.25749969,195175200,54.31442642
31/08/2018,57.21749878,56.5,56.62749863,56.90750122,173360400,54.94198227
04/09/2018,57.29499817,56.65750122,57.10250092,57.09000015,109560400,55.11817932
05/09/2018,57.41749954,56.27500153,57.24750137,56.71749878,133332000,54.75854492
06/09/2018,56.83750153,55.32500076,56.55749893,55.77500153,137160000,53.84860229
07/09/2018,56.34249878,55.17750168,55.46250153,55.32500076,150479200,53.41414261
10/09/2018,55.46250153,54.11750031,55.23749924,54.58250046,158066000,52.69728851
11/09/2018,56.07500076,54.13999939,54.50249863,55.96250153,142996000,54.02962494
12/09/2018,56.25,54.95999908,56.23500061,55.26750183,197114800,53.3586235
13/09/2018,57.08750153,55.64250183,55.88000107,56.60250092,166825600,54.64751816
14/09/2018,56.70999908,55.63000107,56.4375,55.95999908,127997200,54.02720261
17/09/2018,55.73749924,54.31750107,55.53749847,54.47000122,148780400,52.58866882
18/09/2018,55.46250153,54.27999878,54.44749832,54.56000137,126286800,52.67556
19/09/2018,54.90499878,53.82500076,54.625,54.59249878,108495200,52.70693588
20/09/2018,55.56999969,54.78749847,55.06000137,55.00749969,106435200,53.10760498
21/09/2018,55.34000015,54.32249832,55.19499969,54.41500092,384986800,52.53557587
24/09/2018,55.31499863,54.15750122,54.20500183,55.19749832,110773600,53.29104233
25/09/2018,55.70500183,54.92499924,54.9375,55.54750061,98217600,53.62895203
26/09/2018,55.9375,54.93999863,55.25,55.10499954,95938800,53.20173264
27/09/2018,56.61000061,55.88499832,55.95500183,56.23749924,120724800,54.29512405
28/09/2018,56.45999908,56.00500107,56.19749832,56.43500137,91717600,54.4858017
01/10/2018,57.35499954,56.58750153,56.98749924,56.81499863,94403200,54.85267639
02/10/2018,57.5,56.65750122,56.8125,57.31999969,99152800,55.34023285
03/10/2018,58.36750031,57.44499969,57.51250076,58.01750183,114619200,56.01364136
04/10/2018,58.08750153,56.68249893,57.69499969,56.99750137,128168000,55.02887344
05/10/2018,57.10250092,55.14500046,56.99000168,56.07249832,134322000,54.13581467
08/10/2018,56.20000076,55.04999924,55.55250168,55.94250107,118655600,54.01031494
09/10/2018,56.81750107,55.5625,55.90999985,56.71749878,107564000,54.75854492
10/10/2018,56.58750153,54.01250076,56.36500168,54.09000015,167962400,52.22179031
11/10/2018,54.875,53.08000183,53.63000107,53.61249924,212497600,51.76078415
12/10/2018,55.72000122,54.20999908,55.10499954,55.52750015,161351600,53.60964966
15/10/2018,55.45750046,54.31750107,55.29000092,54.34000015,123164000,52.46315765
16/10/2018,55.74750137,54.18999863,54.73249817,55.53749847,116736000,53.61929703
17/10/2018,55.65999985,54.83499908,55.57500076,55.29750061,91541600,53.3875885
18/10/2018,54.93500137,53.25,54.46500015,54.00500107,130325200,52.13972855
19/10/2018,55.31499863,54.35749817,54.51499939,54.82749939,132314800,52.93382263
22/10/2018,55.84000015,54.73500061,54.94749832,55.16249847,115168400,53.25725174
23/10/2018,55.8125,53.67499924,53.95750046,55.68249893,155071200,53.7592926
24/10/2018,56.05749893,53.63499832,55.65000153,53.77249908,163702000,51.9152565
25/10/2018,55.34500122,54.1875,54.42750168,54.95000076,119423200,53.05209351
26/10/2018,55.04750061,53.16749954,53.97499847,54.07500076,189033600,52.20730972
29/10/2018,54.92250061,51.52249908,54.79750061,53.06000137,183742000,51.22737503
30/10/2018,53.79499817,52.31750107,52.78749847,53.32500076,146640000,51.48322296
31/10/2018,55.11249924,54.15499878,54.22000122,54.71500015,153435600,52.82520676
01/11/2018,55.59000015,54.20249939,54.76250076,55.55500031,233292800,53.63619232
02/11/2018,53.41249847,51.35749817,52.38750076,51.86999893,365314800,50.07847595
05/11/2018,51.09749985,49.54249954,51.07500076,50.39749908,264654800,48.65682602
06/11/2018,51.18000031,50.42250061,50.47999954,50.94250107,127531600,49.18300629
07/11/2018,52.51499939,51.03250122,51.49250031,52.48749924,133697600,50.67464066
08/11/2018,52.52999878,51.6875,52.49499893,52.12250137,101450400,50.49783325
09/11/2018,51.50249863,50.5625,51.38750076,51.11750031,137463200,49.52415466
12/11/2018,49.96250153,48.44749832,49.75,48.54249954,204542000,47.02941895
13/11/2018,49.29499817,47.86249924,47.90750122,48.05749893,187531600,46.55953598
14/11/2018,48.61999893,46.48249817,48.47499847,46.70000076,243204000,45.24435806
15/11/2018,47.99250031,46.72499847,47.09749985,47.85250092,185915200,46.36093521
16/11/2018,48.74250031,47.36500168,47.625,48.38249969,147713200,46.87440872
19/11/2018,47.67499924,46.24750137,47.5,46.46500015,167701200,45.01667786
20/11/2018,45.36750031,43.87749863,44.59249878,44.24499893,271300800,42.86588287
21/11/2018,45.06750107,44.13750076,44.93249893,44.19499969,124496800,42.81742859
23/11/2018,44.15000153,43.02500153,43.73500061,43.07249832,94496000,41.72991562
26/11/2018,43.73749924,42.56499863,43.56000137,43.65499878,179994000,42.29426575
27/11/2018,43.69250107,42.72000122,42.87749863,43.56000137,165549600,42.20222855
28/11/2018,45.32249832,43.73249817,44.18249893,45.23500061,184250000,43.82501221
29/11/2018,45.70000076,44.42499924,45.66500092,44.88750076,167080000,43.48834991
30/11/2018,45.08250046,44.25749969,45.07249832,44.64500046,158126000,43.25340652
03/12/2018,46.23500061,45.30250168,46.11500168,46.20500183,163210000,44.76478195
04/12/2018,45.59749985,44.06750107,45.23749924,44.17250061,165377200,42.79563904
06/12/2018,43.69499969,42.60499954,42.93999863,43.68000031,172393600,42.31848526
07/12/2018,43.62250137,42.07500076,43.37250137,42.12250137,169126400,40.80953598
10/12/2018,42.52249908,40.83250046,41.25,42.40000153,248104000,41.0783844
11/12/2018,42.94749832,41.75,42.91500092,42.15750122,189126800,40.84344101
12/12/2018,42.97999954,42.25500107,42.59999847,42.27500153,142510800,40.95728302
13/12/2018,43.14250183,42.38750076,42.62250137,42.73749924,127594400,41.40536499
14/12/2018,42.27000046,41.31999969,42.25,41.36999893,162814800,40.08048248
17/12/2018,42.08750153,40.68249893,41.36249924,40.98500061,177151600,39.7074852
18/12/2018,41.88249969,41.09749985,41.34500122,41.51750183,135366000,40.2233963
19/12/2018,41.86249924,39.77249908,41.5,40.22249985,196189200,38.96876144
20/12/2018,40.52750015,38.82500076,40.09999847,39.20750046,259092000,37.98539734
21/12/2018,39.54000092,37.40750122,39.21500015,37.68249893,382978400,36.50793076
24/12/2018,37.88750076,36.64749908,37.03749847,36.70750046,148676800,35.56332016
26/12/2018,39.30749893,36.68000031,37.07500076,39.29249954,234330000,38.06774521
27/12/2018,39.19250107,37.51750183,38.95999908,39.03749847,212468400,37.82069016
28/12/2018,39.63000107,38.63750076,39.375,39.05749893,169165600,37.84006882
